0.01,10,83.93959625463927,0.0005992719230067394
0.05,10,386.53036274688344,0.0005850715803217108
0.1,10,786.7587041355108,0.0005812046855373765
0.2,10,1574.5731487718426,0.0005790889607231093
0.3,10,2370.177816431019,0.0005806168362036206
0.5,10,3983.108692513512,0.0005809184676284403
0.6,10,4750.949522920401,0.0005807225855992406
0.7,10,5537.053860776641,0.0005823799118150595
0.8,10,6294.526261901964,0.0005806966438249285
0.9,10,7174.87339539562,0.0005832503537575717
0.01,25,197.68107199092194,0.003370751824068702
0.05,25,988.1070204425636,0.003333197153438217
0.1,25,1992.5491217325189,0.0033480412290969237
0.2,25,3939.8036992151297,0.0033516360451865367
0.3,25,5925.811502588649,0.0033438567442223657
0.5,25,9879.352082734242,0.003351623816169494
0.6,25,11872.230553108699,0.003347727887420218
0.7,25,13846.068014050976,0.003348740638656993
0.8,25,15784.434733759015,0.0033610334267837813
0.9,25,17800.229695775903,0.0033553346349387914
