0.01,10,80.9773523738572,0.0005924593232804597
0.05,10,404.75765701078495,0.0005953402335653763
0.1,10,825.6859013731149,0.000566916244884621
0.2,10,1565.3570841983003,0.0005826732799145509
0.3,10,2339.6167256977546,0.0005812272808222144
0.5,10,3952.7993160478577,0.0005808832423187795
0.6,10,4698.2091164632975,0.0005854004749737827
0.7,10,5482.171480560374,0.0005782119346473272
0.8,10,6362.859462072953,0.0005773680030296503
0.9,10,7017.522682794001,0.0005846104937706107
0.01,25,205.39467322356364,0.003427634738426146
0.05,25,1019.486197544733,0.0033656085047655713
0.1,25,1930.2474792744947,0.00331886030406845
0.2,25,3970.5020591232233,0.0033128285294442106
0.3,25,5892.167176654138,0.0033529393214016914
0.5,25,9908.210487290828,0.003343552885122754
0.6,25,11896.847891217489,0.003363047014343015
0.7,25,13741.611070569914,0.0033579359929185515
0.8,25,15722.555219509839,0.0033527570035307235
0.9,25,17847.149518108377,0.003354573544384347
